證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
3122 笙泉,0,0.311107231,0.180506144,0.139893489,0.88261475,0.484739326,0.467900924,0.813248325,0.813248325,-0.4,0.050850297,-0.212311997,120.0151016,-0.087911557,0.201940716,0.872646519,-1.65,-2.51,-1.63,-3.01,-1.59,-3.64,32.11,32.11,-5.58,-3.92,-3.5,1.65,-4.22,85.2,-5.29,37.68,23.75,18.2,5.09,-0.48,0.09,11.41,-0.64,-0.45,-0.45,-0.4,-27.4,-34.26,-178.01,-156.26,-158.87,-158.87,-170.26,-15.06,-9.13,-6.35,53.57,511.76,15.97,-17153,-6.2,-4.36,,294914,24.3,5.16,0.72,70.71,4.87,74.97,0.86,84.3,63.6,37739,15.14,1.18,1.18,1.91
3141 晶宏,0,0.38607064,0.185552466,0.264786239,0.295902234,0.536279612,0.321269996,0.62038152,0.624259243,1.45,0.793114022,1.86875217,6.062445397,2.597975529,-1.078252589,-0.324045811,13.68,7.36,11.55,9.18,13.72,9.43,43.25,43.25,11.23,8.83,7.49,-2.4,7.69,135.08,12.86,32.02,20.64,20.07,79.31,1.48,3.2,19.19,2.16,1.71,1.69,1.44,-3.53,-10.42,-15.9,-36.2,-35.9,-35.9,-34.16,6.19,6.06,-4.11,176.39,414.38,24.77,,21.42,16.84,29.2,789460,46.21,6.41,0.98,56.94,2.27,160.54,1.23,150.19,150.45,45870,15.99,1.96,1.96,7.27
3150 鈺寶-創,0,0.37785061,0.034313302,0.175935157,0.245962562,0.713898278,0.276710721,1.654450446,1.654450446,-0.67,-1.000688134,1.976218074,-5.265801023,0.456179361,0.543820639,,-5.17,-8.79,-5.79,-10.51,-5.61,-10.55,32.45,32.45,-8.21,-9.61,-9.61,-1.4,-9.65,79.81,-8.75,40.66,26.17,25.28,-100.07,-0.67,-1.33,6.93,-0.57,-0.67,-0.67,-0.67,40.96,34.56,71.73,67.21,67.24,67.24,67.12,-5.54,-8.8,17.21,-617.45,515.63,21.75,,-5.69,-6.66,,205361,23.58,29.07,0.91,12.56,3.89,93.83,1.09,44.14,99.26,503,3.36,0.68,0.68,1.76
3178 公準,0,0.072962373,0.465130414,0.326929817,0.900744658,0.124613408,0.278608819,0.589930663,0.589930663,2.24,0.437490711,1.845520914,5.218942264,-2.315677167,4.287430893,-0.974092315,15.66,6.27,12.53,13.19,22.17,13.11,27.8,27.8,13.07,10.38,7.97,-2.68,7.92,188.69,9.9,14.73,38.08,2.85,43.75,2.23,5.41,28.21,3.69,2.93,2.93,2.24,-7.61,-21.29,-41.84,-49.63,-51.63,-51.63,-53.02,7.9,-1.16,-5.85,93.64,91.78,144.1,10.71,36.86,29.29,55.4,-40357,52.99,4.81,0.71,75.94,5.54,65.91,1.65,112.07,66.6,-28000,18.7,1.45,1.45,3.32
3227 原相,0,0.653943579,0.167130056,0.112239799,0.241202622,0.301853511,0.520891187,0.2264517,0.2264517,5.52,1.096177254,1.383892132,4.517639291,3.798073635,-1.724673296,-0.97970377,16.2,9.73,13.16,11.96,21.94,11.71,55.66,55.66,14.78,16,12.95,1.22,12.68,136.14,14.52,40.88,28.17,25.64,109.62,5.29,8.89,39.28,5.8,6.42,6.28,5.4,17.98,31.06,868.56,361.63,399.55,399.55,366.79,11.6,12.94,8.51,149.66,506.32,22.92,183.89,56.83,61.52,15.82,4199325,24.88,6.44,0.75,56.68,3.8,96.12,0.92,99.85,95.26,352478,17.09,2.75,2.75,5.49
3228 金麗科,0,0.29490904,0.181421563,0.507733903,0.575900124,0.179783342,0.318751389,1.67022346,1.67022346,-0.7,-0.017350795,0.036929496,-147.0366919,-0.065692314,-1.055170831,2.120863144,-2.29,-8.75,-3.42,-11.85,-4.62,-11.92,63.59,63.59,-16.73,-18.42,-18.42,-1.69,-18.52,79.17,-9.99,80.32,44.13,43.1,-1.74,-0.69,-0.03,3.72,-0.62,-0.7,-0.69,-0.69,0.84,-10.83,-101.97,-94.43,-94.43,-94.43,-105.24,4.23,7.19,-5.48,9.99,296.02,31.2,-44.81,-6.23,-6.86,,193973,49.74,4.75,0.48,76.82,0.61,600.47,0.64,604.48,590.37,-52132,21.05,2.31,2.31,2.35
3257 虹冠電,0,0.633190155,0.168438385,0.188639516,0.563633719,0.521470499,0.435060482,0.430452289,0.430452289,1.02,1.319197959,2.431538102,3.954277041,5.301512939,-2.18229669,-1.163446964,8.77,4,7.67,4.4,18.86,5.12,46.01,46.01,12.27,10.4,9.29,-1.87,10.81,136.36,5.91,33.74,17.29,22.09,131.92,1.19,2.77,10.96,1.34,1.14,1.14,1.02,-9.8,-13.21,-25.4,-41.88,-42.61,-42.61,-33.25,-0.84,0.62,-2.76,111.06,872.47,9.22,2826.61,13.45,11.4,50.9,1126477,28.19,3.01,0.43,121.4,1.8,203.23,0.47,254.02,211.34,112036,28.17,1.89,1.89,4.42
3260 威剛,0,0.187323113,0.227688089,0.424790712,0.506792397,0.327276954,0.04989102,0.219728587,0.219728587,8,0.047513124,0.216656153,65.24243972,0.750358321,-1.330754126,1.709079394,9.84,7.37,7.67,18.7,8.53,17.06,13.7,13.7,5.77,7.07,5.55,1.3,5.06,172.81,9.35,7.93,4.23,1.23,4.75,7.17,2.3,148.09,8.54,10.61,10.48,7.9,39.05,33.74,63.42,41.7,36.86,36.86,17.06,13.23,13.83,2.35,10.01,152.81,174.82,13.35,83.17,101.97,24.02,5505112,101.87,9.4,1.22,38.82,4.71,77.42,3.37,72.3,88.96,-2077715,11.22,1.03,1.03,5.09
3268 海德威,0,0.149449653,0.788625309,0.020007936,0.60536994,0.654787846,0.04138672,0.670501297,0.670501297,-1.68,0.10809727,-0.424961704,34.28228459,1.237398233,-1.059154686,0.835440845,-5.05,-6.32,-5.37,-12.95,-5.01,-12.96,6.03,6.03,-3.26,-6.86,-6.86,-3.6,-6.87,64.91,-3.82,9.29,6.13,2.15,10.81,-1.68,0.85,29.31,-0.96,-2.01,-2.01,-1.68,25.31,5.14,7.5,-45.25,-50.31,-50.31,-47.5,-4.43,-7.69,-2.5,-63.91,205.94,90.77,-8.66,-9.55,-20.12,,280048,88.3,2.2,1.01,165.64,35.9,10.17,1.89,111.48,4.35,-12631,43.83,0.7,0.7,1.67
3342 飛虹科,0,0.198610594,0.475846669,0.192060538,0.198068549,0.094474544,0.076468011,3.650580477,3.650580477,-0.23,-0.138395347,0.73578312,-9.460420265,1.243823845,0.032223416,-0.276047261,-0.76,-2.98,-1.23,-8.09,-3.1,-8.09,19.71,19.71,-10.38,-14.37,-14.37,-3.99,-14.37,45.43,-7.69,43.37,28.85,10.95,-13.84,-0.23,-0.17,1.61,-0.17,-0.23,-0.23,-0.23,-6.77,30.88,47.76,36.15,36.15,36.15,36.15,-5.27,-7.77,1.94,-714.22,80.28,133.52,-4.52,-1.67,-2.31,,-9899,24.02,3.49,0.24,104.58,6.32,57.77,0.56,108.71,56.02,9908,29.18,0.95,0.95,0.8
3374 精材,0,0.318983153,0.467066893,0.181437538,0.952181012,0.262444514,0.400659455,0.6174207,0.6174207,-2.71,-0.124295562,0.222803586,-24.05887176,0.402685664,1.158595739,-0.561281403,3.49,-8.42,1.59,-15.42,8.08,-16.25,-8.57,-8.57,-17.64,-18.66,-17.98,-1.02,-18.95,-79.42,-8.95,10.79,36.3,6.99,-12.43,-2.84,-0.63,15,-2.65,-2.81,-2.8,-2.7,4.02,-16.99,-0.84,-2.59,-15.15,-15.15,-19.15,-2.75,-13.73,-2.66,67.14,181.17,86.25,-18.16,-26.46,-27.98,,1107079,36.38,4.78,0.49,76.3,14.29,25.54,0.86,78.18,37.09,-494318,28.3,3.04,3.04,2.87
3438 類比科,0,0.449260425,0.208527021,0.301047534,0.881442069,0.506999399,0.249109789,0.451929159,0.451929159,-0.68,0.213306527,-0.949198502,25.20856249,3.83292365,-2.998435754,0.186219739,0.16,-2.25,0.1,-3.01,0.25,-3.01,21.7,21.7,-2.65,-4.18,-3.52,-1.53,-3.52,89.12,-1.86,24.35,18.05,16.47,21.33,-0.68,0.76,19.25,-0.51,-0.8,-0.8,-0.68,14.01,85.5,44.41,-134.29,-126.45,-126.45,11.87,-7.54,-3.33,-0.88,53.86,480.21,26.87,-30.5,-5.1,-8.05,,917200,39.59,4.37,0.66,83.61,2.76,132.3,0.86,154.87,126.36,36439,18.62,0.93,0.93,1.04
3450 聯鈞,0,0.544489721,0.306954489,0.091904737,0.775064738,0.429883519,0.424294448,0.241574781,0.241574781,5.66,0.74011591,0.960398734,5.392348686,-3.795159964,1.981517663,2.435386426,23.21,13.91,18.33,20.11,25.11,20.06,28.15,28.15,20.84,19.31,15.03,-1.53,14.99,385.04,21.1,7.31,20.78,1.52,74.01,5.64,10.18,54.89,11.44,10.6,10.6,5.66,-11.43,-16.52,-17.36,-27.23,-26.95,-26.95,-27.88,-4.81,1.93,-5.17,184.58,255.21,39.66,23791.5,114.38,105.99,47.02,2827010,33.82,4.96,0.93,73.53,11.71,31.16,1.34,39.97,30.1,861145,19.63,2.25,2.25,11.12
3527 聚積,0,0.387333749,0.336671488,0.236524572,0.437693427,0.522072577,0.328487252,0.208927119,0.208927119,4.07,0.118538406,0.500141519,35.74034982,0.384202702,-0.459927794,1.077530237,9.4,5.1,7.69,7.47,8.42,7.51,28.1,28.1,4.81,5.59,4.53,0.78,4.55,120.62,5.88,23.29,14.19,14.45,11.85,4.03,2.21,78.05,3.75,4.42,4.37,4.02,9,-6.67,-43.33,-26.42,-30.32,-30.32,-33.68,12.49,2.3,-2.06,38.15,341.39,55.05,93.24,37.55,43.66,37.81,1547336,75.32,4.1,1.11,88.94,3.49,104.71,1.65,124.2,97.53,-141923,27.13,1,1,6.3
3529 力旺,0,0.941542533,0.046665576,,0.796944612,,0.695077165,0.366956249,0.366956249,7.9,2.045872227,0.95142689,2.127088036,3.990670871,0.063434378,-3.03856904,28.34,26.03,24.5,30.02,52.51,26.48,100,100,43.82,49.41,43.52,5.6,38.39,177.99,27.66,56.18,44.36,35.3,204.59,6.97,8.53,18.15,7.95,8.97,8.97,7.9,13.19,13.19,13.78,11.76,11.93,11.93,14.47,9.21,7.33,3.17,128.43,558.92,16.27,,79.55,89.7,10.02,1450838,3.99,18.47,0.6,19.76,0,,0.69,,0,473329,5.99,13.48,13.48,3.69
3530 晶相光,0,0.226785132,0.012975471,0.591416243,0.123959412,0.294992489,0.181523121,0.696424291,0.696424291,3.02,-0.368861262,-0.453151682,-15.79763758,0.492373927,0.72529352,-0.276806939,25.41,17.44,21.55,22.44,17.38,22.44,29.16,29.16,14.44,13.97,11.9,-0.47,11.9,198.09,29.35,14.72,9.64,10.03,-36.89,3,-1.6,25.22,3.64,3.54,3.52,3,21.97,24.37,74.9,58.44,54.99,54.99,54.99,18.24,15.79,6.77,19.05,325.44,30.14,472.47,36.42,35.23,33.31,663338,59.29,118.3,1.46,3.09,3,121.75,1.88,89.3,167.22,93273,0.72,10.8,10.8,1.27
3555 博士旺,0,0.681762176,0.002493692,0.163162571,0.010001941,0.002424344,0.744691523,0.789336957,0.789336957,2.25,-0.128532018,-0.035798272,-81.36943089,-0.021153502,1.04810616,-0.024455512,-4.22,17.25,-5.51,18.28,34.52,-5.93,9.32,9.32,-11.7,34.33,31.96,46.03,-10.37,44.34,-9.07,21.02,11.88,3.7,-12.85,-0.73,-0.09,7.04,-0.82,2.42,2.42,2.25,28.67,-30.22,-409.11,637.01,583.49,583.49,-337.31,4.81,6.16,15.01,-1072.68,1703.01,5.34,42950,-8.24,24.16,46.65,383504,14.99,492.54,0.54,0.74,2.69,135.94,0.57,121.65,106.94,-90611,0.41,4.74,4.74,3.08
3567 逸昌,0,0.241430213,0.61860224,,0.905033846,0.114059434,0.639834179,0.638807449,0.638807449,2.76,1.562598335,1.482208435,2.367818173,18.78671626,-11.89861849,-5.945589798,30.44,14.91,25.08,17.97,47.72,17.97,41.92,41.92,28.02,28.49,23.36,0.48,23.36,301.56,20.16,13.9,31.19,2.77,156.26,2.76,4.98,11.8,3.31,3.36,3.36,2.76,4.31,7.12,17.2,12.8,12.37,12.37,12.37,6.36,4.91,2.13,106.76,156.88,21.43,1704.86,32.96,33.52,16.55,64350,19.71,3.5,0.64,104.18,0,0,0.77,70.05,0,87055,26.23,1.74,1.74,11.98
3572 宏芯,0,0.422766364,0.121615021,0.067909504,0.942710063,0.252384553,0.337908573,0.717725235,0.717725235,0,-0.109544027,-4.644882861,-52.36474648,0.167125111,0.228926353,0.552262644,1.77,0.01,1.33,0.01,4.22,0,40.81,40.81,-0.15,0.41,0.01,0.56,0,99.63,-0.06,40.96,29.74,26.07,-10.95,0,-0.12,6.5,-0.01,0.03,0.03,0,0.86,-6.65,-103.07,-95.17,-99.83,-99.83,-100.01,-4.08,-3.14,-3.44,67.08,1018.13,8.39,102.38,-0.1,0.27,100,315725,15.69,4.82,0.42,75.77,4.07,89.78,0.46,127.35,71.19,17039,21.59,0.92,0.92,2.79
3583 辛耘,0,0.329545902,0.383024922,0.184382091,0.929048337,0.510294423,0.269655469,0.353563479,0.353563479,4.05,0.493187687,1.111188508,7.676724054,2.368716892,-0.18663714,-1.127339708,17.04,9.39,13.7,14.83,16.97,14.84,35.36,35.36,11.95,11.72,9.28,-0.22,9.29,151.03,12.31,23.41,17.34,6.44,49.32,4.05,5.69,43.62,5.21,5.12,5.11,4.05,1.26,6.21,23.38,14.19,12.34,12.34,12.17,2.33,7.45,0.34,175.75,236.14,55.44,122.21,52.1,51.13,50.59,1272611,54.58,4.74,1,77.06,4.32,84.42,1.6,83.92,66.58,72115,23.89,2.01,2.01,4.2
3592 瑞鼎,0,0.333353805,0.390323128,0.173558393,0.108915068,0.65638266,0.182691662,0.185485252,0.185485252,6.13,0.540593238,3.17361711,6.549296219,1.976552436,-0.200593227,-0.775959209,8.89,6.26,7.68,10.08,6.09,10.03,23.15,23.15,6.12,4.81,4.2,-1.31,4.18,135.96,9.86,17.03,11.16,12.26,54.06,6.1,22.28,145.95,8.94,7.02,7.02,6.13,8.21,13.01,19.49,-10.21,-9.59,-9.59,-9.77,1.83,-4.82,-0.29,178.75,221.08,69.58,56.27,81.28,63.87,8.84,3192577,86.7,4.04,1.47,90.44,5.99,60.98,2.4,65.93,51.67,679545,24.37,0.63,0.63,3.31
3647 旭晶,1,0.75889723,0.000172281,0.003742802,0.976690412,0.007876117,0.011032198,-1.151773317,-1.151773317,-4.27,0.01998879,-0.079198466,5.659014751,3.736076443,2.444695788,-4.397542902,-5.98,-25.5,-7.45,,-153.66,,-60.69,-60.69,-96.71,-223.12,-223.03,-126.41,-117.27,-168.44,-12.47,36.03,9.89,0.21,2,-2.23,0.34,1.93,-1.87,-4.32,-4.32,-4.27,-18.07,17.23,6.87,6.15,27.85,27.85,38.17,-26.83,-103.3,7.89,83.02,4.84,250.72,-8.81,-18.71,-43.16,,-4560157,-0.04,5.12,0.12,71.31,9.41,38.81,-0.3,85.46,8.69,-610734,0.01,0.61,0.61,4.34
3686 達能,0,0.77139254,0.055341969,0.122333555,0.924807285,0.587785899,0.23281154,1.172482575,1.172482575,-1.98,0.040746381,-0.016260858,84.61395058,-0.065552586,0.948433836,0.11711875,-4,-19.21,-6.63,-20.76,-15.14,-20.76,-65.49,-65.49,-72.53,-72.68,-72.82,-0.15,-72.82,-928.95,-19.86,7.05,17.79,1.15,4.07,-1.98,0.03,2.71,-1.97,-1.97,-1.97,-1.98,-30.81,-36.32,-28.82,-30.16,5.85,5.85,5.85,-16.63,-18.81,0.95,-12.11,332.29,9.41,-382.24,-19.68,-19.72,,639138,5.45,15.54,0.26,23.49,12.56,29.05,0.29,23.67,33.5,146893,5.33,0.75,0.75,4.59
4923 力士,0,0.170271775,0.393164191,0.246780802,0.229362903,0.607990935,0.077062851,0.793402068,0.793402068,0.13,-0.504287027,-24.68380115,-7.982244143,2.008033233,0.101680927,-1.10971416,2.94,0.69,2.48,1.02,1.97,1.02,18.26,18.26,1.58,0.51,0.45,-1.08,0.45,109.49,2.5,16.67,7.37,6.23,-50.43,0.13,-3.65,29.13,0.46,0.15,0.15,0.13,36.84,31.5,281.79,282.04,-4.11,-4.11,-4.11,13.47,-1.33,0.29,92.74,269.29,64.6,22.43,4.61,1.48,100,245032,98.95,4.46,1.49,81.81,5.05,72.23,2.3,91.64,109.1,2851,26.3,0.63,0.63,0
4945 陞達科技,0,0.562373891,0.226141474,0.113871375,0.038956357,0.666507926,0.322640996,0.771739056,0.771739056,1.25,0.441203483,1.243874371,7.559114915,0.195586284,0.809548224,-0.00508927,8.6,7.02,7.27,8.45,11.02,8.45,29.74,29.74,12.38,10.64,9,-1.74,9,171.31,10.71,17.36,13.6,3.95,44.12,0.78,1.83,8.68,1.07,1.48,0.92,0.78,74.49,217.75,2127.99,3173.94,2850.5,2850.5,2850.5,138.68,133.77,11.73,,526.83,21.02,6952.67,10.75,9.23,100,250957,35.99,4.1,0.78,88.94,7.2,50.69,0.94,64.88,90.49,-110409,35.72,0.83,0.83,
4951 精拓科,0,0.318882626,0.125171293,0.073147028,0.538702721,0.349466288,0.489076179,0.598503839,0.598503839,0.61,0.816790816,2.186504266,6.68456928,9.991780178,-2.378346642,-6.554250822,7.15,2.12,5.53,2.35,14.88,2.76,66.98,66.98,8.1,6.84,4.65,-1.26,5.47,113.76,6.79,58.88,37.6,26.52,81.68,0.69,1.31,8.74,0.71,0.6,0.6,0.61,-9.68,-9.19,-19.57,-35.06,-36.08,-36.08,-24.94,-4.39,-2.21,-1.31,161.8,669.67,9.6,,6.91,5.84,2.38,296730,12.42,5.87,0.46,62.15,3.27,111.74,0.5,87.03,105.28,27646,15.35,0.53,0.53,2.87
5246 勵威,0,0.313770781,0.301289578,0.352393754,0.925874353,0.301284326,0.392505281,0.892324015,0.892324015,-0.32,0.060245036,-0.792574478,64.11107994,-0.431363059,1.418839615,,0.5,-1.91,0.07,-2.83,0.48,-2.81,28.72,28.72,-1.59,-1.97,-1.97,-0.38,-1.96,94.76,-1.63,30.31,46.64,6.97,6.02,-0.32,0.26,16.37,-0.26,-0.32,-0.32,-0.32,-7.16,-14.44,-215.03,-337.36,-345.44,-345.44,-343.22,-7.91,-3.18,-2.6,-66.05,328.13,37.88,-16.92,-2.6,-3.22,,269994,81.13,3.68,1.02,99.07,2.32,157.58,1.44,212.36,153.56,1246,25.6,0.79,0.79,3.26
5250 奇岩,1,0.121984817,0.050814252,0.500153055,0.843072655,0.050370881,0.25944454,8.485093087,8.485093087,-2.23,-9.567017423,0.774289025,-0.486368554,-43.05900621,-4.951863354,48.98835404,-92.65,-132.57,-98.12,-245.2,-202.82,-229.3,3.13,3.13,-252.05,-265.54,-265.83,-13.49,-248.59,1.23,-144.45,255.18,94.45,104.41,-956.7,-2.06,-1.72,0.83,-2.09,-2.22,-2.2,-2.2,-13.83,106.58,40.72,47.36,47.31,47.31,41.5,-30.78,91.24,102.01,-739.34,563.53,15.09,-737.42,-20.86,-21.98,,26871,46.87,8.41,0.5,43.38,1.41,258.22,0.92,248.58,383.12,-97014,6.15,0.87,0.87,0.23
5269 祥碩,0,0.523382041,0.209418747,0.233088498,0.733240892,0.420740498,0.484199483,0.344475039,0.344475039,7.23,1.389624756,1.543088999,3.819942532,2.073431618,-0.389738102,-0.683693517,28.73,20.07,24.44,26.19,20.83,26.12,44.62,44.62,25.28,16.96,14.52,-8.31,14.48,230.65,39.22,19.35,14.44,15.1,138.96,7.18,13.02,49.56,12.53,8.44,8.41,7.2,44.66,36.37,88.25,26.75,23.45,23.45,23.54,15.03,11.99,4.89,119.94,363.7,32.19,,125.26,84.07,16.63,1478021,51.76,7.82,1.38,46.66,3.68,99.24,1.8,101.22,105.97,240764,14.35,9.49,9.49,4.41
5302 太欣,0,0.40496858,0.069992909,0.200833802,0.1626628,0.09885731,0.170320198,0.989788013,0.989788013,-0.11,-0.546221021,2.364144174,-1.888726006,2.717486057,-7.979894081,6.262642358,-2.5,-1.05,-2.68,-1.49,-2.89,-4.37,38.52,38.52,-76.39,-22.4,-22.37,54,-65.8,33.52,-15.62,114.92,76.16,57.6,-54.62,-0.41,-0.36,0.68,-0.52,-0.15,-0.15,-0.11,-41.47,-48.05,-56.8,34.88,34.69,34.69,-114.18,-8.29,-1.09,0.56,-1340.15,154.11,18.29,-5.32,-5.15,-1.51,,57435,2.7,8.14,0.05,44.87,1.8,203.26,0.07,122.64,184.63,-91796,10.46,0.63,0.63,3.24
5305 敦南,0,0.273697172,0.221980761,0.247155983,0.353815041,0.26531566,0.229922813,0.306427448,0.306427448,1.8,0.2209277,0.836929147,9.619467872,4.172158655,0.404053583,-3.229111142,10.58,6.08,8.24,11.1,19,9.74,28.44,28.44,11.47,12.42,9.6,0.95,8.42,167.61,12.05,16.97,23.29,8.11,22.09,1.36,3.85,36.97,4.24,4.6,4.59,1.79,9.7,14.08,27.38,15.75,17.47,17.47,4.16,2.86,4.32,0.76,77.1,192.83,93.47,16.97,42.41,45.92,10.64,5025261,48.22,5.23,0.59,69.84,3.67,99.57,1.16,109.66,115.04,160398,20.14,0.94,0.94,4.1
5344 立衛,0,0.362888028,0.282040498,,0.836520302,0.005868661,0.94513299,1.459837088,1.459837088,-0.49,0.919131836,-1.170470955,4.510951907,1.038924243,-0.038924243,,3.44,-6.3,1.78,-6.95,10.81,-7.16,-2.61,-2.61,-20.38,-18.94,-18.81,1.44,-19.37,-14.68,-9.67,17.77,60.83,1.16,91.91,-0.51,0.58,2.62,-0.53,-0.5,-0.5,-0.49,31.15,86.5,41.91,32.9,33.03,33.03,42.79,-8.56,-6.72,2.85,16.75,364.2,9.24,,-5.35,-4.97,,132806,9.49,4.47,0.33,81.63,0,0,0.37,81.09,0,-58850,24.77,0.85,0.85,2.93
5387 茂德,1,0.584531393,0.059965244,0.181402204,0.203500179,0.003308505,0.000526963,-0.000975668,-0.004062876,-1.43,-0.000539114,-1.069676229,-46.23240348,-0.178079649,0.795372925,0.314747361,10.44,-2.21,0.02,,2.29,,21.47,21.47,2.36,2.02,-0.56,-0.34,-0.21,112.37,9.89,19.11,10.59,10.31,-0.05,-0.55,-5.56,257.22,6.08,5.2,5.2,-1.43,125.55,103.31,192.48,-66.66,-109.44,-109.44,-103.72,20.62,0.31,-29.59,-25310.6,0.65,100.69,,14.59,12.49,,-51262222,-0.16,90.86,3.97,4.02,19.32,18.89,-0.03,-37.43,22.1,-173215,1.57,0.41,0.41,
5425 台半,0,0.386829307,0.302065628,0.245489537,0.640102764,0.326996792,0.140306977,0.348106345,0.348106345,3.77,0.39084938,0.976209316,5.547951999,7.876082806,-2.857893126,-3.685445827,18.2,11.29,14.08,18.51,22.92,18.61,36.8,36.8,17.98,18.46,14.02,0.48,14.09,195.6,17.19,18.81,19.81,2.6,39.08,3.81,7.03,39.16,7.04,7.2,7.23,3.78,3.36,4.84,7.43,9.06,12.68,12.68,15.92,4.42,3.48,1.19,149.94,160.2,67.6,62.68,67.08,68.87,16.66,2496921,52.52,4.53,0.79,80.63,3.78,96.54,1.32,96.93,104.87,2275299,22.32,1.6,1.6,10.63
5468 凱鈺,0,0.359594888,0.084144442,0.277035253,0.188923486,0.102452943,0.148051912,2.330024093,2.330024093,-1.42,-0.632809754,1.04330485,-1.639644938,1.548627041,0.170827149,-0.726116583,-11.72,-21.65,-16.54,-31.73,-44.7,-28.75,29.49,29.49,-52.72,-58.46,-71.74,-5.74,-65,35.53,-35.27,83.01,56.01,23.21,-63.28,-1.28,-1.31,2.16,-1.14,-1.26,-1.26,-1.42,-21.29,-1.92,-8.53,-19,-46.02,-46.02,-21.52,-16.04,-21.37,-5.25,-304.35,101.33,48.52,-28.73,-11.37,-12.6,,1930,17.72,14.56,0.31,25.07,2.49,146.6,0.44,113.78,150.96,-61436,8.22,0.98,0.98,1.43
5471 松翰,0,0.276325227,0.142077853,0.207673178,0.626544993,0.490064095,0.411850568,0.572452043,0.572452043,1.41,0.457988795,0.822694964,13.56561986,-0.464396081,0.86816736,0.586386665,10.88,6.54,8.72,8,11.81,8,38.27,38.27,8.77,8.96,7.1,0.19,7.1,129.74,11.58,29.49,20.08,23.08,45.8,1.41,1.47,19.9,1.75,1.78,1.78,1.41,3.87,-2.41,-3.56,-16.19,-15.17,-15.17,-14.09,-3.56,-2.17,-1,72.65,537.14,21.47,,17.46,17.83,10.83,2350915,34.45,7.59,0.92,48.11,3.75,97.33,1.13,97.64,106.49,321520,12.28,1.72,1.72,1.58
6138 茂達,0,0.398403039,0.311857436,0.204564035,0.702509148,0.658259525,0.279284559,0.406557935,0.406557935,2.82,0.352485397,0.769753317,12.65324634,1.652003504,-0.456928505,-0.193298395,16.2,10.87,13.44,15.33,12.72,15.3,29.64,29.64,10.21,10.27,8.52,0.05,8.51,149.8,14.51,19.78,13.37,8.87,35.25,2.75,3.32,41.1,4.2,4.31,4.22,2.76,13,13.24,22.92,43.07,39.55,39.55,9.54,12.68,16.52,2.77,144.89,316.05,38.83,,41.98,42.2,13.04,2046133,61.15,4.79,1.28,76.23,5.2,70.23,1.8,70.81,75.19,5339,22.1,1.32,1.32,3.17
6229 研通,0,0.248902931,0.218735945,0.152714242,0.161794155,0.738287566,0.11611267,0.781687548,0.781687548,0.73,0.217746046,1.945242219,25.01556845,-10.34437676,-2.951270242,12.266528,5.16,3.67,3.85,5.61,2.22,5.62,11.1,11.1,1.1,2.06,1.52,0.95,1.52,109.77,3.1,10.11,5.11,0.97,21.77,0.73,1.93,48.26,0.53,0.99,0.99,0.73,40.23,44.14,-19.59,30.97,16.34,16.34,16.35,17.35,-3.77,0.67,128.71,194.69,75.31,28.73,5.32,9.92,37.19,302801,50.09,17.75,2.32,20.57,17.52,20.83,3.7,-3.71,22.74,89717,7.82,0.81,0.81,1.89
6233 旺玖,0,0.689182339,0.110104127,0.140879524,0.323090479,0.446686741,0.049883343,0.949195133,0.949195133,-0.72,-0.435788781,0.738643277,-9.650856842,0.835633986,0.164366014,,-1.56,-5.78,-2.29,-6.55,-3.77,-6.56,48.35,48.35,-14.12,-14.03,-14.03,0.09,-14.06,77.4,-7.67,62.47,39.84,40.95,-43.58,-0.72,-0.53,5.12,-0.72,-0.72,-0.72,-0.72,-10.91,-2.69,23.82,1.24,1.21,1.21,3.13,-3.43,-2.86,-0.97,-56.33,676.6,12.84,-1792.09,-7.04,-7,,578300,19.11,4.99,0.41,73.17,2.85,127.92,0.47,120.09,160.81,5928,17.71,0.87,0.87,1.77
