證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
6120 達運,0,0.446582635,0.301340451,0.138911813,0.89216192,0.658636802,0.25899223,0.670365306,0.670365306,-1.86,-0.05342082,0.195249642,-51.9836158,-0.503341585,0.066178032,1.150450061,-2.1,-6.11,-2.4,-11.83,-1.94,-13.16,-2.41,-2.41,-11.05,-9.85,-8.68,1.19,-9.66,-27.85,-8.85,8.64,20.46,2.04,-5.34,-2.07,-0.41,21.47,-2.37,-2.12,-2.12,-1.86,-9.85,-144.08,-278.19,-469.41,-552.57,-552.57,-431.2,-0.78,-10.16,-5.48,62.96,217.49,98.84,-36.03,-23.72,-21.15,,6045689,49.63,4.44,0.72,82.12,10.12,36.08,1.36,43.44,39.61,-685423,23.6,0.67,0.67,4.75
6167 久正,0,0.511405067,0.193273021,0.234594566,0.75566304,0.593031166,0.306426728,1.096634021,1.096634021,0.25,1.195982243,7.366153381,4.401348677,1.232398819,-0.075893293,-0.184475912,5.25,2.23,4.36,2.81,7.02,2.56,15.31,15.31,1.25,3.08,2.72,1.84,2.48,108.86,1.15,14.07,21.54,3.51,119.6,0.23,2.1,9.26,0.12,0.29,0.29,0.25,-25.15,-35.38,-86.52,-69.89,-73.45,-73.45,-75.17,-1.23,3.34,-6.04,524.98,384.61,30.19,17.39,1.15,2.86,100,811653,31.73,5.86,0.77,62.29,4.79,76.26,1.03,89.02,74.43,-14605,14.12,0.74,0.74,3.14
6176 瑞儀,0,0.451894597,0.308387242,0.071523556,0.33004722,0.446799874,0.105206858,0.158372823,0.158372823,11.24,0.187918741,0.694879494,11.62233022,-3.160390301,2.219763072,1.746954256,15.6,10.18,11.95,18.41,14.38,19.23,19.03,19.03,14.26,12.38,9.32,-1.87,9.74,380.81,16.14,5,10.27,3.13,18.79,11.74,10.38,120.62,17.2,14.94,14.94,11.24,-0.05,5.04,9.59,-15.73,-10.94,-10.94,-6.5,10.51,7.05,-1.99,186.99,187,90.21,30.95,171.95,149.36,28.84,22343626,62.14,4.39,1.05,83.14,15.85,23.03,1.98,24.76,28.23,6576714,26.4,1.12,1.12,11.84
6209 今國光,0,0.11804875,0.360618976,0.299367872,0.72570758,0.408237349,0.1731832,0.545105998,0.545105998,-1.33,0.03951671,-0.231865358,60.06859424,4.866169545,-28.6456044,24.98489011,2.72,-4.67,1.29,-6.98,3.09,-6.02,4.08,4.08,-7.15,-7.18,-7.28,-0.03,-6.27,33.35,-6.28,12.22,31.83,4.13,3.95,-1.15,0.3,18.26,-1.31,-1.31,-1.31,-1.33,-12.16,-38.51,-2.76,-96.44,-96.78,-96.78,-54.34,4.75,-7.01,-2.29,63.29,179.93,53.41,-23.16,-13.06,-13.11,,1003181,49.8,3.91,0.66,93.26,4.35,83.93,0.96,120.84,86.74,-144897,27.34,1.43,1.43,3.08
6241 易通展,0,0.90135861,0.002237929,0.080430242,0.211701613,0.491684574,0.25390491,1.404620615,1.404620615,0.54,0.50297044,2.174055573,9.672757952,0.491130938,0.570829072,-0.06196001,4.21,5.52,3.67,7.89,7.14,2.16,24.56,24.56,1.42,4.76,4.76,3.33,1.3,106.14,1.85,23.14,20.11,12.62,50.3,0.15,1.17,11.36,0.16,0.54,0.54,0.54,28.05,26.48,217.68,2772.65,2772.65,2772.65,64.25,1.4,8.21,5.06,-9.71,387.3,40.5,54.83,1.61,5.4,100,159105,10.5,48.15,1.14,7.58,7.45,48.96,1.66,-8.56,30.93,3018,0.18,2.86,2.86,2.6
6403 群登,0,0.56300844,0.028754387,0.193967389,0.067202247,0.543040878,0.316723704,1.987958999,1.987958999,-0.87,-1.207664247,1.00569979,-3.170460561,31.57620452,-36.46804326,1.749262537,-12.65,-13.79,-12.88,-16.01,-28.77,-16,11.29,11.29,-34.61,-31.36,-31.36,3.25,-31.34,24.6,-23.73,45.9,39.81,15.18,-120.77,-0.87,-0.88,2.78,-0.96,-0.87,-0.87,-0.87,7.37,-28.89,-30.94,-22.14,-22.14,-22.14,-15.77,-16.18,-14.14,-2.52,-321.85,640.72,14.47,-1139.39,-9.62,-8.72,,143783,20.59,19.25,0.44,18.96,2.52,144.73,0.51,86.21,102.88,7465,4.81,1.64,1.64,1.62
6417 韋僑,0,0.327396908,0.187640848,0.26684047,0.85400295,0.417947389,0.424504341,0.425824981,0.425824981,2.69,0.846982852,1.655563999,5.064645434,-141.2716138,104.0965418,38.18659942,13.64,7.43,11,11.87,17.76,11.87,27.75,27.75,11.95,11.93,9.66,-0.02,9.66,175.58,11.06,15.81,26.53,6.65,84.7,2.69,5.51,27.89,3.33,3.33,3.33,2.69,-1.79,3.75,25.96,21.35,22.94,22.94,23.05,4.54,7.26,1.3,78.12,299.39,58.1,627.67,33.32,33.26,74.01,461612,37.66,6.95,0.77,52.55,3.8,96.17,1.23,98.05,93.75,54454,13.1,2.08,2.08,7.08
6426 統新,0,0.627262066,0.181015937,0.156591946,0.732943685,0.144930601,0.601355941,0.279871682,0.279871682,3.58,1.930600946,1.800103963,2.359206447,-0.921170427,1.18614933,0.735021097,19.04,8.87,15.48,10.23,42.23,10.21,53.2,53.2,25.53,23.55,19.4,-1.99,19.36,192.28,12.96,27.67,28.82,14.7,193.06,3.57,7.83,18.46,4.71,4.35,4.35,3.58,15.2,17.03,45.12,42.18,47.18,47.18,47.79,-4.68,4.33,4.15,73.85,531.69,11.74,74.18,47.13,43.46,30.19,673663,20.36,4.62,0.45,78.93,2.94,124.32,0.53,182.01,144.94,79168,21.13,2.9,2.9,5.95
6434 達輝光電,0,0.182072881,0.439151578,0.302501518,0.960008578,0.085351036,0.051754934,1.939403523,1.939403523,0.04,0.247413172,14.95544004,4.215461639,15.07085449,-4.632052461,-9.416490064,9.96,0.99,7.92,0.75,30.53,0.75,8.01,8.01,2.8,1.59,1.12,-1.22,1.13,153.78,0.95,5.21,11.46,1.18,24.74,0.04,0.81,3.43,0.1,0.05,0.05,0.04,2.8,-18.34,-43.41,-53.19,-58.13,-58.13,-58,-3.55,0.75,-0.56,50.27,46.27,100.17,1.66,0.96,0.54,100,-818459,21.87,6.01,0.33,60.74,7.54,48.38,0.67,83.99,52.83,-202059,19.48,0.99,0.99,2.77
6443 元晶,0,0.472976482,0.220547624,0.233788092,0.829610113,0.292603784,0.106348025,0.932954247,0.932954247,-0.74,-0.068052195,0.440453837,-32.26114774,-0.119628707,-0.215841654,1.336652249,4.32,-2.22,3.18,-7.11,8.04,-7.08,10.57,10.54,-6.38,-7.04,-6.16,-0.66,-6.13,122.68,-3.77,8.62,19.16,1.03,-6.81,-0.64,-0.37,10.37,-0.66,-0.85,-0.73,-0.64,4.12,123.02,-205.98,-77.89,-42.14,-42.14,-15.91,19.96,47.95,-2.81,11.32,163.82,97.11,-1.8,-6.62,-7.3,,1344076,32.81,9.91,0.54,36.83,6.42,56.81,1.15,49.38,82.96,-3100890,16.46,2.37,2.37,4.34
6470 宇智,0,0.362861442,0.395738601,0.073840352,0.656614744,0.462216408,0.226514519,0.442271766,0.442271766,4.8,0.417428928,1.920797578,5.723276224,11.01144513,-7.248264586,-1.086340428,15.32,10.01,12.07,22.36,11.14,22.36,21.64,21.64,11.14,9.1,7.15,-2.04,7.15,206.1,17.11,10.5,11.8,6.76,41.74,4.8,11.74,67.2,7.49,6.11,6.11,4.8,6.32,17.13,57.51,34.45,42.09,42.09,36.65,15.61,11.18,3.14,152.02,178.71,131.81,54.54,74.86,61.13,27.11,723819,104.4,3.24,1.37,112.67,16.74,21.8,3.13,49.12,25.69,90095,29.6,1.25,1.25,3.68
6529 研鼎,1,0.046052145,0.489966839,0.303706859,0.765985176,0.005750254,0.23493506,1.343635937,1.343635937,-3.29,-0.132564214,0.167114485,-16.09099617,1.139204988,-0.480436477,0.366484801,-18.4,-15.73,-15.5,-36.39,-35.27,-36.39,3.32,3.32,-44.68,-37.19,-31.23,7.5,-31.23,6.91,-26.28,48,21.03,22.13,-13.26,-3.29,-0.65,10.53,-4.7,-3.91,-3.91,-3.29,-35.08,-91.05,-1560.41,-602.68,-7149.62,-7149.62,-10808,-18.69,-29.95,-15.17,-124.85,208.68,143.09,-26.22,-47.03,-39.14,,119831,109.81,1.58,0.52,230.99,3.66,99.85,1.17,329.98,115.53,-19438,47.93,0.77,0.77,
6530 創威,0,0.455060134,0.101949833,0.064092482,0.312917776,0.431453806,0.374786701,0.756400832,0.756400832,0.76,1.079712727,1.775845053,4.33268496,-6.349101334,2.969346124,4.37975521,8.22,5.17,6.58,5.73,16.16,5.92,36.11,36.11,13.19,13,10.35,-0.19,10.69,157.56,6.95,22.92,25.72,6.99,107.97,0.79,1.71,7.39,0.97,0.96,0.96,0.76,-0.56,4.48,15.76,3.82,2.12,2.12,11.58,0.7,-1.76,0.16,111.87,908.52,12.71,252.35,9.75,9.61,10.29,431174,18.03,4.89,0.5,74.57,4.86,75.14,0.55,103.74,71.89,43063,19.8,1.29,1.29,3.59
6536 碩豐,0,0.79229959,0.132744295,0.016840257,0.205262726,0.022414512,0.433590492,3.928075804,3.928075804,-1.19,-0.604774812,0.532821015,-3.186002413,0.704375278,0.118994617,0.035131744,-27.72,-29.87,-28.15,-38.58,-54.59,-38.58,67.2,67.2,-61.43,-58.91,-58.89,2.52,-58.89,52.24,-33.54,128.63,91.13,39.49,-60.48,-1.23,-0.66,2.11,-1.29,-1.24,-1.24,-1.19,-46.2,-46.77,-472.63,-287.36,-280.69,-280.69,-284.55,-19.15,-34.47,-20.17,-277.29,296.95,45.71,-906.28,-12.94,-12.41,,56674,19.07,4.58,0.51,79.75,9.21,39.64,0.66,102.52,29.59,6522,20.46,3.76,3.76,0.92
6590 普鴻,0,0.473266416,0.127729711,0.061750574,0.103144023,0.04900269,0.538624376,0.379375786,0.379375786,4.09,0.467474762,0.687150838,6.101357006,1.136046452,-0.227745802,0.09169935,19.53,13.7,15.99,18.6,28.3,18.51,46.74,46.74,23.14,23.85,19.63,0.71,19.53,198.1,21.67,23.59,54.44,2.72,46.75,4.07,3.66,22.32,5.17,5.32,5.32,4.09,1.8,27.06,70.6,72.5,79.05,79.05,78.05,21.81,26.97,6.96,92.76,329.78,34.29,131.18,51.66,53.24,14.46,328893,18.55,6.43,0.69,56.74,9.27,39.38,0.95,74.97,71.3,15388,14.77,1.48,1.48,2.3
6593 台灣銘板,0,0.234368127,0.234723911,0.315771599,0.909911672,0.111970795,0.367221005,0.436701653,0.436701653,-0.23,-0.141877254,4.050306527,-23.24417932,-1.066467265,-2.201110953,4.287993163,3.79,-0.24,3.02,-0.98,5.81,-0.96,18.38,18.38,-0.78,-1.06,-0.87,-0.29,-0.85,95.95,-0.55,19.15,32.1,4.12,-14.19,-0.22,-1.14,25.89,-0.2,-0.28,-0.27,-0.23,13.94,6.67,70.65,63.46,62.44,62.44,62.73,14,-1.38,1.19,115.6,195.28,85.37,-0.66,-2.01,-2.75,,150849,36.85,9.24,0.65,39.51,4.42,82.49,1.12,107.19,88.29,-98849,13.9,0.94,0.94,5.47
6751 智聯服務,0,0.366272814,0.589053794,0.031716686,0.279926035,0.605890265,0.265666324,0.359874168,0.359874168,2.76,0.682906325,3.822823128,6.545192608,1.020792294,-0.006378296,-0.016105368,6.96,5.07,5.46,10.89,4.39,10.89,13.77,13.77,4.13,4,3.13,-0.13,3.13,142.81,6.67,9.64,20.44,2.14,68.29,2.36,13.46,75.49,3.12,3.52,3.02,2.36,-8.43,-1.2,8.63,7.46,6.01,6.01,5.69,-5.78,78.3,0.51,,265.22,66.27,46.5,31.17,30.17,11.12,363578,100.06,2.42,1.59,150.67,19.59,18.63,3.48,99.45,7.98,-120234,34.95,1.69,1.69,2.84
6791 虎門科技,0,0.695795384,0.235205201,0.037095197,0.599673746,0.247016511,0.238064636,0.610265686,0.610265686,3.66,0.38509975,0.882017249,6.652560237,2.167253577,-0.075727293,-1.091526284,18.86,12.91,15.62,23.84,21.26,23.95,44.19,44.19,16.72,17.04,14.22,0.33,14.29,160.85,16.75,27.47,22.55,5.92,38.51,3.53,3.87,24.72,4.13,4.39,4.21,3.52,4.84,6.5,40.77,63.21,78.21,78.21,78.29,3.96,25.02,5.66,,220.78,73.93,36.99,41.32,42.12,10.43,214248,35.4,6.28,0.88,58.09,7.96,45.87,1.68,24.91,27.2,14740,20.27,0.73,0.73,4.26
6792 詠業,0,0.390680885,0.391022621,0.203828552,0.783920289,0.373937729,0.437568153,0.421474394,0.421474394,4.01,0.440252875,0.934569855,6.749412134,1.738589287,0.441583691,-1.181099644,16.3,11.76,13.2,17.2,21.52,13.59,37.62,37.62,14,15.85,13.43,1.85,10.61,159.3,13.84,23.62,33.08,9.34,44.03,3.07,4.5,29.51,4.13,4.81,4.68,3.9,16.23,10.43,-2.95,1.59,8.69,8.69,-8.62,5.55,6.17,2.36,,208.02,46.57,203.34,41.32,46.78,10.2,469524,51.79,3.95,0.87,92.52,4.42,82.6,1.28,104.74,84.31,98012,27.37,2.75,2.75,6.36
6868 采威國際,0,0.369286277,0.293200604,0.05305038,0.896852878,0.288745863,0.174691081,0.743358379,0.743358379,1.37,-0.176861415,-0.758063941,-18.39978372,-0.570413281,0.092150079,1.478263202,8.56,5.02,6.85,10.42,10.98,10.34,30.11,30.11,7.37,7.17,5.74,-0.2,5.7,132.39,6.24,22.75,34.22,3.57,-17.69,1.14,-1.29,20.07,1.48,1.71,1.44,1.15,26.04,-7.3,-16.58,-17.86,-20.65,-20.65,-21,17.22,55.02,-0.6,,253.52,105.62,9.64,14.78,14.39,100,184622,40.24,5.02,0.78,72.69,19.68,18.55,1.81,51.48,21.59,-60404,22.84,0.87,0.87,
6874 倍力,0,0.158963493,0.620229535,0.217121454,0.060231105,0.430820914,0.204876709,0.623025787,0.623025787,3.31,-0.27622472,-1.145810424,-12.60361194,1.036459652,0.06302673,-0.099486382,15.66,11.02,12.45,26.44,8.17,26.44,17.18,17.18,7.23,6.92,5.5,-0.3,5.5,172.65,16.58,9.95,11.84,1.61,-27.62,3.97,-4.78,72.23,5.22,4.17,5,3.97,33.64,15.76,35.95,33.02,33.41,33.41,33.41,15.41,14.7,2.97,,160.59,151.75,23.07,52.2,50.02,74.83,125720,173.83,3.93,1.92,92.78,13.53,26.98,4.81,77.52,44.06,32311,28.61,0.47,0.47,
6882 甲尚,0,0.954365947,0.016612838,,0.113683607,0.001999369,0.654600302,0.706156627,0.706156627,4.5,1.860307271,1.208455807,3.039416994,0.934538022,0.122492313,-0.047638347,38.63,29.05,33.3,37.74,31.6,37.74,92.28,92.28,27.24,27.23,23.74,-0.01,23.74,141.87,42.65,65.05,47.72,33.98,186.03,4.5,6.24,18.97,5.17,5.17,5.17,4.5,49.88,47.95,457.07,376.36,329.24,329.24,329.24,47.48,45.84,27.97,,453.43,30.63,813.72,51.67,51.65,77.8,201517,1.78,58.1,1.22,6.28,452.33,0.81,1.59,6.25,0,34144,1.33,0.77,0.77,
6898 程曦資訊,0,0.403652391,0.512107972,0.007371064,0.882077214,0.101040206,0.468332504,0.487851003,0.487851003,5.55,0.732454434,2.264728503,4.034460615,3.502671021,-8.519475745,5.996474685,,,,,14.52,,25.09,25.09,11.41,10.94,8.36,-0.47,8.36,183.45,,13.67,65.35,1.59,73.25,5.55,16.14,65.11,7.43,7.13,7.13,5.55,,,,,,,,,,,,118.73,267.21,24.39,74.3,71.26,22.68,41403,66.3,,,,,,,,1.44,,20.57,0.73,0.73,
8064 東捷,0,0.228413472,0.365919424,0.364675912,0.530525247,0.261975187,0.057093687,0.586558583,0.586558583,0.22,-0.020611677,-0.8191176,-49.78134481,0.088243202,0.165476774,0.748518645,3.68,1.18,2.92,2.41,7.1,3.05,21.8,21.8,5.23,2.45,1.82,-2.78,2.3,131.57,2.77,16.57,21.83,4.44,-2.06,0.33,-0.46,23.1,1.21,0.57,0.57,0.22,-34.14,-35.46,-48.44,-71.39,-72.25,-72.25,-65.22,-16.17,-4.36,-2.02,38.5,154.35,155.03,4.14,12.08,5.66,9.38,2016393,148.89,1.77,0.48,205.71,1.32,277.11,1.32,347.08,277.31,259566,55.04,0.58,0.58,3.19
8272 全景軟體,0,0.375599303,0.209080678,0.003118089,0.212490194,0.143371845,0.684794712,0.539969014,0.539969014,4.08,0.394022568,0.795657654,6.082025344,1.502244335,-0.264209615,-0.23803472,20.29,15.39,16.24,24.54,21.88,24.54,66.76,66.76,20.65,20.66,16.54,0.01,16.54,144.78,25.91,46.11,53.79,17.48,39.4,4.08,4.06,24.67,5.09,5.1,5.1,4.08,,,,,,,,27.69,25.76,,,269.08,61.13,270.59,50.94,50.98,62.26,238402,31.74,3.96,0.93,92.17,94.03,3.88,1.48,46.82,3.84,13406,23.48,0.62,0.62,
8298 威睿,0,0.434975899,0.08201984,0.004340526,0.287131404,0.103655586,0.625581655,1.007720371,1.007720371,0.55,0.445277892,1.652597403,8.260962254,1.211168489,0.017618469,-0.228786958,7.54,4.41,6.77,5.67,12.11,5.67,87.98,87.98,7.28,7.32,7.04,0.05,7.04,109.01,8.89,80.7,69.55,29.41,44.53,0.55,0.95,7.77,0.57,0.57,0.57,0.55,25.99,30.1,142.02,147.45,143.26,143.26,143.26,5.88,6.1,14.24,255.64,566.47,29.3,117.74,5.65,5.69,100,250615,10.41,9.92,0.62,36.79,5.62,64.99,0.81,-32.1,20.48,689,12.63,2.03,2.03,2.32
2491 吉祥全,0,0.06130812,0.020338729,0.152639006,0.185748546,0.083834419,0.842337699,0.392971292,0.392971292,0.63,-0.017765911,-0.042503696,-67.65330405,0.436585951,-2.686246304,3.496044114,6.19,5.46,5.89,6.1,38.68,6.05,65.63,65.63,34.48,34.78,33.72,0.3,33.45,210.65,20.87,31.16,15.03,2.87,-1.78,0.62,-0.07,4.51,1.55,1.57,1.57,0.63,-7.67,1.09,-14,-43.07,-41.96,-41.96,-12.3,11.16,4.49,-4.02,-2121.17,750.81,15.71,178.28,15.54,15.67,84.16,2001249,19.14,7.58,0.16,48.18,0.38,967.93,0.18,922.42,902.99,55883,12.71,0.71,0.71,3.15
3168 眾福科,0,0.255413503,0.373362484,0.343824896,0.659084483,0.468550526,0.126139516,0.321452045,0.321452045,4.58,0.126855318,0.57805922,18.79365777,0.63944984,-0.955079717,1.313777093,14.7,10.13,11.67,19.13,10.63,19.37,17.78,17.74,9.57,9.2,7.28,-0.37,7.37,217.65,14.37,8.17,12.43,2.39,12.69,4.64,3.31,62.25,5.96,5.73,5.73,4.58,52.28,46.1,56.67,65.62,75.55,75.55,87.4,92.39,91.44,6.5,122.89,159.23,92.12,66.2,59.57,57.3,34.53,1073285,95.85,4.56,1.37,80.01,4.93,73.96,2.63,74.6,103.46,-44905,24.94,0.84,0.84,5.12
3297 杭特,0,0.595960356,0.119442668,0.148113234,0.712544409,0.117036437,0.070679253,0.628470812,0.628470812,-0.42,-0.004079432,0.084082384,-205.3316498,-0.015878532,0.904247641,0.190194873,2.16,-1.6,1.75,-2.61,-0.59,0.85,36.05,36.05,0.63,-5.79,-6.2,-6.42,2.02,101.77,0.24,35.42,43.21,19.75,-0.41,0.14,-0.03,6.77,0.04,-0.39,-0.39,-0.42,21.8,80.49,103.6,79.24,77.98,77.98,114.89,1.58,-2.25,5.99,-85.35,146.07,51.59,-7.68,0.42,-3.92,,134167,19.84,6.1,0.28,59.88,2.88,126.82,0.42,122.56,148.23,-48524,20.83,1.12,1.12,3.65
3356 奇偶,0,0.215472475,0.034975439,0.350392622,0.016751585,0.392683253,0.09275507,0.4898258,0.4898258,1.97,0.100977433,0.417641669,15.02197524,-1.723423704,-1.871714968,4.254222499,6.61,7.04,5.54,9.98,19.27,6.11,46.9,46.9,12.35,15.94,14.4,3.59,8.8,135.73,10.91,34.55,25.49,11.27,10.1,1.19,0.92,13.87,1.71,2.21,2.21,1.97,7.68,9.89,261.01,15.34,11.24,11.24,6602.32,9.34,4.2,0.34,78.04,296.76,46.97,68.72,17.13,22.11,38.94,1616428,51.23,12.18,0.48,29.96,0.93,393.96,0.69,300.05,484.66,172075,6.84,1.17,1.17,2.32
3383 新世紀,1,0.163459356,0.22301621,0.488872854,0.948739243,0.113003771,0.250654528,7.229836502,7.229836502,-1.48,-0.141745384,0.420055068,-12.91897866,-7.363891487,31.2808232,-22.80561272,0.7,-2.21,-1.41,-69.73,30.63,-161.11,-17.48,-17.48,-41.11,-18.43,-20.39,22.68,-47.12,-73.97,-7.72,23.63,33.95,10.08,-14.17,-3.42,-0.56,7.26,-2.99,-1.34,-1.34,-1.48,-7.8,22.61,12.27,35.99,63.6,63.6,39.45,-8.59,-51.73,5.33,-18.32,185.66,2709.57,-0.84,-29.86,-13.39,,237860,379.06,3.75,0.18,97.26,2.45,149.17,3.42,225.51,180,79124,22.61,1.12,1.12,4.06
3434 哲固,0,0.119527412,0.372852938,0.410142907,0.698858236,0.374334271,0.147319743,0.876566331,0.876566331,0.82,0.002450962,0.026985743,1256.278302,-0.038582868,0.331533608,0.708626547,5.81,3.83,4.6,7.48,3.82,7.48,15.09,15.09,3.4,2.95,2.33,-0.45,2.33,129.03,5.6,11.69,11.53,4.53,0.25,0.82,0.03,35.2,1.2,1.04,1.04,0.82,53.18,63.57,323.87,389.43,283.62,283.62,295.29,5.05,8.16,5.83,5.31,173.07,107.95,13.46,11.95,10.38,75.64,189612,135.79,4.93,1.52,74,4.08,89.55,3.21,112.58,106.38,207,20.96,1,1,3.49
3485 敘豐,0,0.306208292,0.06147998,0.226117616,0.557267783,0.377201815,0.129937486,0.332906197,0.332906197,3.79,0.404804713,0.977222949,3.95089002,-19.9570435,9.734487931,11.27110323,12.58,9.05,10.03,12.66,28.68,12.66,37.19,37.19,25.34,25.9,20.63,0.56,20.62,313.77,18.3,11.85,17.32,4.19,40.48,3.83,4.65,18.56,4.7,4.76,4.81,3.83,64.41,63.08,104.26,111.96,106.63,106.63,109.25,1.16,3.92,5.01,118.93,271.13,38.03,8810.18,45.85,46.86,21.62,618669,29.37,8.42,0.44,43.34,1.66,219.28,0.61,126.64,227.31,89696,10.42,0.89,0.89,3.98
3535 晶彩科,0,0.476943076,0.193190923,0.170217613,0.85310354,0.396853625,0.151812492,0.813976093,0.813976093,1.22,0.46355316,4.280670013,3.272661827,2.486511144,0.090102783,-1.534848135,5.34,4.48,4.99,10.49,8.62,10.59,27.87,27.87,9.03,7.14,6.87,-1.89,6.93,147.89,5.73,18.85,17.69,11.58,46.36,1.24,5.45,17.83,1.61,1.27,1.27,1.22,23.46,67.02,455.66,199.82,195.12,195.12,194.91,-7.41,11.03,8.2,452.68,184.75,127.02,14.37,16.09,12.73,59.17,787267,64.22,2.89,0.61,126.5,3.41,106.94,1.53,90.35,106.96,41343,23.53,0.87,0.87,5.28
3615 安可,0,0.508433399,0.267444819,0.107384171,0.549042799,0.131612846,0.21184568,0.287306955,0.287306955,1.43,0.160534788,0.469652125,16.54555537,22.33187646,-15.48455711,-5.953088578,8.3,4.71,6.81,6.07,22.32,5.22,23.25,23.25,8.21,12.87,11.03,4.66,9.47,154.57,4.38,15.04,21.91,1.63,16.05,1.14,1.12,18.52,1.52,2.38,2.38,1.43,59.35,161.39,398.48,493.27,373.16,373.16,1424.83,5.79,7.26,3.32,90.41,340.81,36.82,14.68,15.2,23.83,74.23,1149679,25.59,3.41,0.4,106.9,6.2,58.84,0.55,139.49,65.64,22799,34.32,0.71,0.71,1.67
3623 富晶通,0,0.233963899,0.159646796,0.116992167,0.251136262,0.633249143,0.243117289,0.701555465,0.701555465,-1.24,0.190839846,-0.799422399,13.92847714,-1.95637105,1.757390418,1.198980632,0.76,-5.39,-0.55,-8.36,1.07,-8.24,0.38,0.38,-10.84,-8.98,-9.05,1.86,-8.92,3.4,-15.57,11.22,25.05,4.44,19.08,-1.23,0.99,13.74,-1.49,-1.23,-1.23,-1.24,22.75,-26.65,9.18,-8.11,-11.14,-11.14,-21.8,0.27,-7.99,-1.22,60.03,324.4,52.69,-12.83,-14.89,-12.34,,338500,32.54,6.96,0.63,52.43,8.09,45.11,0.92,32.39,52.24,22558,19.48,0.92,0.92,3.47
3627 華信科,0,0.569931377,0.184102578,0.236066207,0.545821337,0.337226623,0.327677045,0.321744582,0.321744582,4.06,0.799144619,1.379762265,5.071662752,3.181271729,-1.060743412,-1.120528317,22.21,9.52,17.84,13.73,27.46,13.75,30.24,30.24,16.05,14.29,11.52,-1.76,11.53,213.15,15.89,14.19,23.06,8.85,79.91,4.06,6.95,35.25,5.66,5.04,5.04,4.06,25.7,87.11,249.78,436.37,325.28,325.28,325.87,8.37,10.88,7.01,148,329.7,45.93,44.74,56.58,50.37,26.1,562855,38.77,7.58,0.81,48.16,4.38,83.4,1.19,83.95,101.81,74365,14.98,0.82,0.82,1.96
3633 云光,0,0.201277177,0.633091707,0.130668391,0.442935182,0.794217922,0.134308847,0.292268085,0.292268085,3.18,-0.001746449,-0.019009462,-1418.245142,0.069251074,-1.962087884,2.865379639,8.92,4.17,6.97,9.31,6.25,9.27,8.45,8.45,4.03,3.71,2.85,-0.32,2.84,191,6.27,4.42,11.61,0.91,-0.17,3.17,-0.08,111.55,4.49,4.14,4.14,3.18,32.76,37.77,104.53,-13.25,-8.98,-8.98,2707.45,17.36,0.32,-0.7,87.07,158.83,146.48,43.54,44.91,41.37,5.68,901397,159.67,2.82,1.43,129.63,14.87,24.54,3.27,43.97,33.36,155971,40.6,0.55,0.55,2.85
4537 旭東,0,0.271996039,0.267237231,0.319164392,0.778621385,0.186992533,0.130334825,0.598332047,0.598332047,1.16,0.078575702,1.944389464,10.40152797,2.992507462,-6.70017539,4.800424628,5.45,2.74,4.65,6.96,10.36,6.83,38.24,38.24,6.19,4.94,4.53,-1.24,4.44,119.29,3.45,32.06,33.46,14.74,7.86,1.14,2.47,25.66,1.59,1.27,1.27,1.16,-15.55,-10.72,-44.07,-33.75,-35.08,-35.08,-36.37,21.62,0.11,-1.24,77.92,133.3,217.88,7.14,15.87,12.69,14.08,824367,146.85,2.2,0.53,166.17,1.4,261.31,1.54,301.33,317.2,148532,43.59,0.85,0.85,3.45
